tag_pk 	tag_title 	variable_phv 	variable_full_accession 	dataset_full_accession 	study_full_accession 	study_name 	study_phs 	study_version 	created 	modified 	variable_name	variable_description
7	Resting arm systolic BP	210315	phv00210315.v1.p1	pht004193.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:38:17+00:00	2018-03-19 17:38:17+00:00 	SBPB20	Third blood pressure measurement, zero reading. Q20 [Sitting Blood Pressure, exam 2]
7	Resting arm systolic BP	210333	phv00210333.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:39:14+00:00	2018-03-19 17:39:14+00:00 	SBPC15	1st blood pressure measurement, zero reading. Q15 [Sitting Blood Pressure, exam 3]
7	Resting arm systolic BP	210336	phv00210336.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:39:37+00:00	2018-03-19 17:39:37+00:00 	SBPC18	2nd blood pressure measurement, zero reading. Q18 [Sitting Blood Pressure, exam 3]
7	Resting arm systolic BP	210339	phv00210339.v1.p1	pht004194.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:40:06+00:00	2018-03-19 17:40:06+00:00 	SBPC21	3rd blood pressure measurement, zero reading. Q21 [Sitting Blood Pressure, exam 3]
7	Resting arm systolic BP	210359	phv00210359.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:40:48+00:00	2018-03-19 17:40:48+00:00 	SBPD15	1st blood pressure measurement, zero reading. Q15 [Sitting Blood Pressure, exam 4]
7	Resting arm systolic BP	210362	phv00210362.v1.p1	pht004195.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:41:07+00:00	2018-03-19 17:41:07+00:00 	SBPD18	2nd blood pressure measurement, zero reading. Q18 [Sitting Blood Pressure, exam 4]
7	Resting arm systolic BP	202844	phv00202844.v1.p1	pht004027.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:58:20+00:00	2018-03-19 17:58:20+00:00 	ARMSBP13	Redefined supine brachial systolic blood pressure [Ankle Brachial BP Index, exam 1]
7	Resting arm systolic BP	202853	phv00202853.v1.p1	pht004028.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 17:59:42+00:00	2018-03-19 17:59:42+00:00 	ARMSBP33	Redefined supine brachial systolic blood pressure [Ankle Brachial BP Index, exam 3]
7	Resting arm systolic BP	202863	phv00202863.v1.p1	pht004029.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-03-19 18:00:26+00:00	2018-03-19 18:00:26+00:00 	ARMSBP43	Redefined supine brachial systolic blood pressure  [Ankle Brachial BP Index, exam 4]
7	Resting arm systolic BP	112475	phv00112475.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02R1S	FIRST READING SBP
7	Resting arm systolic BP	112477	phv00112477.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02RZ1S	RZ1 SBP
7	Resting arm systolic BP	112479	phv00112479.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02SBP1	FIRST CORRECTED SBP (A02R1S - A02RZ1S)
7	Resting arm systolic BP	112481	phv00112481.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02R2S	SECOND READING SBP
7	Resting arm systolic BP	112483	phv00112483.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02RZ2S	RZ2 SBP
7	Resting arm systolic BP	112485	phv00112485.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02SBP2	SECOND CORRECTED SBP (A02R2S - A02RZ2S)
7	Resting arm systolic BP	112487	phv00112487.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02R3S	THIRD READING SBP
7	Resting arm systolic BP	112489	phv00112489.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02RZ3S	RZ3 SBP
7	Resting arm systolic BP	112491	phv00112491.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02SBP3	THIRD CORRECTED SBP (A02R3S - A02RZ3S)
7	Resting arm systolic BP	112494	phv00112494.v2.p2	pht001560.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	A02SBP	MEAN OF 2ND AND 3RD SBPS
7	Resting arm systolic BP	114113	phv00114113.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02R1S	FIRST READING SBP. Q 11
7	Resting arm systolic BP	114115	phv00114115.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02RZ1S	RZ1 SBP. Q 12
7	Resting arm systolic BP	114117	phv00114117.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02SBP1	FIRST CORRECTED SBP (R1_S - RZ1_S). Q 13
7	Resting arm systolic BP	114119	phv00114119.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02R2S	SECOND READING SBP. Q 14
7	Resting arm systolic BP	114121	phv00114121.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02RZ2S	RZ2 SBP. Q 15
7	Resting arm systolic BP	114123	phv00114123.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02SBP2	SECOND CORRECTED SBP  (R2_S - RZ2_S). Q 16
7	Resting arm systolic BP	114125	phv00114125.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02R3S	THIRD READING SBP. Q 17
7	Resting arm systolic BP	114127	phv00114127.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02RZ3S	RZ3 SBP. Q 18
7	Resting arm systolic BP	114129	phv00114129.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02SBP3	THIRD CORRECTED SBP (R3_S - RZ3_S). Q 19
7	Resting arm systolic BP	114131	phv00114131.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02SUMSY	SECOND & THIRD SYS  (R2_RZ2_S + R3_RZ3_D).  Q 20
7	Resting arm systolic BP	114133	phv00114133.v2.p2	pht001596.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	B02AVGSY	AVERAGE SBP (SUM_S/2). Q 21
7	Resting arm systolic BP	115330	phv00115330.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02R1S	FIRST READING SBP. Q 11
7	Resting arm systolic BP	115332	phv00115332.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02RZ1S	RZ1 SBP. Q 12
7	Resting arm systolic BP	115334	phv00115334.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02SBP1	FIRST CORRECTED SBP (R1_S - RZ1_S). Q 13
7	Resting arm systolic BP	115336	phv00115336.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02R2S	SECOND READING SBP. Q 14
7	Resting arm systolic BP	115338	phv00115338.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02RZ2S	RZ2 SBP. Q 15
7	Resting arm systolic BP	115340	phv00115340.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02SBP2	SECOND CORRECTED SBP  (R2_S - RZ2_S). Q 16
7	Resting arm systolic BP	115342	phv00115342.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02R3S	THIRD READING SBP. Q 17
7	Resting arm systolic BP	115344	phv00115344.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02RZ3S	RZ3 SBP. Q 18
7	Resting arm systolic BP	115346	phv00115346.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02SBP3	THIRD CORRECTED SBP (R3_S - RZ3_S). Q 19
7	Resting arm systolic BP	115348	phv00115348.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02SUMSY	2ND AND 3RD SYS  (R2_RZ2_S + R3_RZ3_D). Q 20
7	Resting arm systolic BP	115350	phv00115350.v2.p2	pht001652.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	C02AVGSY	AVERAGE SBP (SUM_S/2). Q 21
7	Resting arm systolic BP	116553	phv00116553.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02R1S	FIRST READING SBP. Q 11
7	Resting arm systolic BP	116555	phv00116555.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02RZ1S	RZ1 SBP. Q 12
7	Resting arm systolic BP	116557	phv00116557.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02SBP1	FIRST CORRECTED SBP (R1_S - RZ1_S). Q 13
7	Resting arm systolic BP	116559	phv00116559.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02R2S	SECOND READING SBP. Q 14
7	Resting arm systolic BP	116561	phv00116561.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02RZ2S	RZ2 SBP. Q 15
7	Resting arm systolic BP	116563	phv00116563.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02SBP2	SECOND CORRECTED SBP  (R2_S - RZ2_S). Q 16
7	Resting arm systolic BP	116565	phv00116565.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02R3S	THIRD READING SBP. Q 17
7	Resting arm systolic BP	116567	phv00116567.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02RZ3S	RZ3 SBP. Q 18
7	Resting arm systolic BP	116569	phv00116569.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02SBP3	THIRD CORRECTED SBP (R3_S - RZ3_S). Q 19
7	Resting arm systolic BP	116571	phv00116571.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02SUMSY	2ND AND 3RD SYS  (R2_RZ2_S + R3_RZ3_D). Q 20
7	Resting arm systolic BP	116573	phv00116573.v2.p2	pht001707.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	D02AVGSY	AVERAGE SBP (SUM_S/2). Q 21
7	Resting arm systolic BP	118276	phv00118276.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02R1S	FIRST READING SBP. Q 11
7	Resting arm systolic BP	118278	phv00118278.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02RZ1S	RZ1 SBP. Q 12
7	Resting arm systolic BP	118280	phv00118280.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02SBP1	FIRST CORRECTED SBP (R1_S - RZ1_S). Q 13
7	Resting arm systolic BP	118282	phv00118282.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02R2S	SECOND READING SBP. Q 14
7	Resting arm systolic BP	118284	phv00118284.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02RZ2S	RZ2 SBP. Q 15
7	Resting arm systolic BP	118286	phv00118286.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02SBP2	SECOND CORRECTED SBP  (R2_S - RZ2_S). Q 16
7	Resting arm systolic BP	118288	phv00118288.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02R3S	THIRD READING SBP. Q 17
7	Resting arm systolic BP	118290	phv00118290.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02RZ3S	RZ3 SBP. Q 18
7	Resting arm systolic BP	118292	phv00118292.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02SBP3	THIRD CORRECTED SBP (R3_S - RZ3_S). Q 19
7	Resting arm systolic BP	118294	phv00118294.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02SUMSY	2ND AND 3RD SYS  (R2_RZ2_S + R3_RZ3_S). Q 20
7	Resting arm systolic BP	118296	phv00118296.v2.p2	pht001757.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	E02AVGSY	AVERAGE SBP (SUM_S/2). Q 21
7	Resting arm systolic BP	119703	phv00119703.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02R1S	FIRST READING SBP. Q 11
7	Resting arm systolic BP	119705	phv00119705.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02RZ1S	RZ1 SBP. Q 12
7	Resting arm systolic BP	119707	phv00119707.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02SBP1	FIRST CORRECTED SBP (R1_S - RZ1_S). Q 13
7	Resting arm systolic BP	119709	phv00119709.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02R2S	SECOND READING SBP. Q 14
7	Resting arm systolic BP	119711	phv00119711.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02RZ2S	RZ2 SBP. Q 15
7	Resting arm systolic BP	119713	phv00119713.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02SBP2	SECOND CORRECTED SBP  (R2_S - RZ2_S). Q 16
7	Resting arm systolic BP	119715	phv00119715.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02R3S	THIRD READING SBP. Q 17
7	Resting arm systolic BP	119717	phv00119717.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02RZ3S	RZ3 SBP. Q 18
7	Resting arm systolic BP	119719	phv00119719.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02SBP3	THIRD CORRECTED SBP (R3_S - RZ3_S). Q 19
7	Resting arm systolic BP	119721	phv00119721.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02SUMSY	2ND AND 3RD SYS  (R2_RZ2_S + R3_RZ3_S). Q 20
7	Resting arm systolic BP	119723	phv00119723.v2.p2	pht001808.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-17 15:13:47+00:00	2018-04-17 15:13:47+00:00 	F02AVGSY	AVERAGE SBP (SUM_S/2). Q 21
7	Resting arm systolic BP	115205	phv00115205.v2.p2	pht001650.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:14:34+00:00	2018-04-19 20:14:34+00:00 	C1MSBP	AVERAGE SYSTOLIC BLOOD PRESSURE (mmHg)
7	Resting arm systolic BP	116135	phv00116135.v2.p2	pht001680.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:15:10+00:00	2018-04-19 20:15:10+00:00 	C40SBP	SYSTOLIC BLOOD PRESSURE
7	Resting arm systolic BP	116228	phv00116228.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:15:43+00:00	2018-04-19 20:15:43+00:00 	C42AYS1	SYSTOLIC Y-TUBED BP -1ST READING
7	Resting arm systolic BP	116236	phv00116236.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:16:40+00:00	2018-04-19 20:16:40+00:00 	C42AYS3	SYSTOLIC Y-TUBED BP -3RD READING
7	Resting arm systolic BP	116240	phv00116240.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:17:03+00:00	2018-04-19 20:17:03+00:00 	C42AYS4	SYSTOLIC Y-TUBED BP -4TH READING
7	Resting arm systolic BP	116244	phv00116244.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:17:25+00:00	2018-04-19 20:17:25+00:00 	C42AYS5	SYSTOLIC Y-TUBED BP -5TH READING
7	Resting arm systolic BP	116252	phv00116252.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:18:00+00:00	2018-04-19 20:18:00+00:00 	C42AYS7	SYSTOLIC Y-TUBED BP - 7TH READING
7	Resting arm systolic BP	116256	phv00116256.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:18:17+00:00	2018-04-19 20:18:17+00:00 	C42AYS8	SYSTOLIC Y-TUBED BP - 8TH READING
7	Resting arm systolic BP	116260	phv00116260.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:18:41+00:00	2018-04-19 20:18:41+00:00 	C42AYS9	SYSTOLIC Y-TUBED BP - 9TH READING
7	Resting arm systolic BP	116264	phv00116264.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:19:00+00:00	2018-04-19 20:19:00+00:00 	C42AYS10	SYSTOLIC Y-TUBED BP - 10TH READING
7	Resting arm systolic BP	116272	phv00116272.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:19:46+00:00	2018-04-19 20:19:46+00:00 	C42AEYS2	END OF TEST Y-TUBED SYSTOLIC -2ND READ
7	Resting arm systolic BP	116276	phv00116276.v2.p2	pht001685.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:20:12+00:00	2018-04-19 20:20:12+00:00 	C42AEYS3	END OF TEST Y-TUBED SYSTOLIC -3RD READ
7	Resting arm systolic BP	119238	phv00119238.v2.p2	pht001789.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-04-19 20:21:36+00:00	2018-04-19 20:21:36+00:00 	E40SBP	SYSTOLIC BLOOD PRESSURE. Q 3
7	Resting arm systolic BP	83399	phv00083399.v1.p3	pht001111.v4.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-23 03:59:53+00:00	2018-04-23 03:59:53+00:00 	s1bp1	SEATED BP: SYSTOLIC 1ST READING (mmHg)
7	Resting arm systolic BP	83403	phv00083403.v1.p3	pht001111.v4.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-23 03:59:59+00:00	2018-04-23 03:59:59+00:00 	s2bp1	SEATED BP: SYSTOLIC 2ND READING (mmHg)
7	Resting arm systolic BP	83406	phv00083406.v1.p3	pht001111.v4.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-23 04:00:06+00:00	2018-04-23 04:00:06+00:00 	s3bp1	SEATED BP: SYSTOLIC 3RD READING (mmHg)
7	Resting arm systolic BP	83410	phv00083410.v1.p3	pht001111.v4.p3	phs000209.v13.p3	Multi-Ethnic Study of Atherosclerosis (MESA)	209	13	2018-04-23 04:00:12+00:00	2018-04-23 04:00:12+00:00 	sbp1c	SEATED SYSTOLIC BLOOD PRESSURE (mmHg)
